Rank,Publisher
1413,Electronic Arts
1414,LucasArts
1415,Ubisoft
1416,Namco Bandai Games
1417,Activision
1418,Microsoft Game Studios
1419,Sony Computer Entertainment
1420,Sega
1421,Activision
1422,Warner Bros. Interactive Entertainment
1423,Nintendo
1424,Take-Two Interactive
1425,Ubisoft
1426,Vivendi Games
1427,Electronic Arts
1428,Sony Computer Entertainment
1429,Konami Digital Entertainment
1430,Enix Corporation
1431,Atari
1432,Nintendo
1433,Microsoft Game Studios
1434,Electronic Arts
1435,Warner Bros. Interactive Entertainment
1436,Capcom
1437,Konami Digital Entertainment
1438,Codemasters
1439,Electronic Arts
1440,Electronic Arts
1441,Atari
1442,Electronic Arts
1443,Take-Two Interactive
1444,Microsoft Game Studios
1445,Electronic Arts
1446,Warner Bros. Interactive Entertainment
1447,Electronic Arts
1448,Vivendi Games
1449,Capcom
1450,Ubisoft
1451,Capcom
1452,Electronic Arts
1453,SquareSoft
1454,Sony Computer Entertainment
1455,Electronic Arts
1456,Sony Computer Entertainment
1457,Atari
1458,Nintendo
1459,Capcom
1460,Acclaim Entertainment
1461,Activision
1462,Nintendo
1463,Electronic Arts
1464,Take-Two Interactive
1465,Electronic Arts
1466,Electronic Arts
1467,THQ
1468,Sony Computer Entertainment
1469,Ubisoft
1470,Bethesda Softworks
1471,Activision
1472,Take-Two Interactive
1473,Activision
1474,Acclaim Entertainment
1475,Activision
1476,Electronic Arts
1477,Electronic Arts
1478,Nintendo
1479,THQ
1480,Square Enix
1481,TDK Mediactive
1482,Ubisoft
1483,Nintendo
1484,Warner Bros. Interactive Entertainment
1485,Electronic Arts
1486,Warner Bros. Interactive Entertainment
1487,Namco Bandai Games
1488,Activision
1489,Square Enix
1490,Warner Bros. Interactive Entertainment
1491,Codemasters
1492,Nintendo
1493,Atari
1494,Eidos Interactive
1495,Capcom
1496,Sony Computer Entertainment
1497,Electronic Arts
1498,Disney Interactive Studios
1499,Activision
1500,Warner Bros. Interactive Entertainment
1501,ASC Games
1502,Bethesda Softworks
1503,MTV Games
1504,Namco Bandai Games
1505,Activision
1506,Zoo Games
1507,Activision
1508,THQ
1509,Warner Bros. Interactive Entertainment
1510,Activision
1511,Acclaim Entertainment
1512,Disney Interactive Studios
1513,Ubisoft
1514,Electronic Arts
1515,Atari
1516,Konami Digital Entertainment
1517,Electronic Arts
1518,Electronic Arts
1519,Deep Silver
1520,Sony Computer Entertainment
1521,Electronic Arts
1522,Accolade
1523,SquareSoft
1524,Electronic Arts
1525,Namco Bandai Games
1526,Square Enix
1527,Electronic Arts
1528,Nintendo
1529,Capcom
1530,Electronic Arts
1531,Capcom
1532,Electronic Arts
1533,Ubisoft
1534,TDK Mediactive
1535,Atari
1536,Activision
1537,Nintendo
1538,Sega
1539,Take-Two Interactive
1540,Sony Online Entertainment
1541,Ubisoft
1542,Ubisoft
1543,Konami Digital Entertainment
1544,Nintendo
1545,Ubisoft
1546,3DO
1547,THQ
1548,989 Studios
1549,Take-Two Interactive
1550,Nintendo
1551,Konami Digital Entertainment
1552,Eidos Interactive
1553,Konami Digital Entertainment
1554,Electronic Arts
1555,Warner Bros. Interactive Entertainment
1556,Electronic Arts
1557,Nintendo
1558,Imagic
1559,Take-Two Interactive
1560,THQ
1561,Activision
1562,Nintendo
1563,Bethesda Softworks
1564,Deep Silver
1565,Atari
1566,Take-Two Interactive
1567,Sega
1568,Sony Computer Entertainment
1569,Sony Computer Entertainment
1570,Level 5
1571,Activision
1572,Atari
1573,Sega
1574,THQ
1575,Square Enix
1576,Nintendo
1577,Electronic Arts
1578,Eidos Interactive
1579,Codemasters
1580,THQ
1581,Hasbro Interactive
1582,Warner Bros. Interactive Entertainment
1583,RTL
1584,Sony Computer Entertainment
1585,Electronic Arts
1586,LucasArts
1587,Atari
1588,Ubisoft
1589,Namco Bandai Games
1590,Namco Bandai Games
1591,Natsume
1592,Warner Bros. Interactive Entertainment
1593,Nintendo
1594,Electronic Arts
1595,Atari
1596,Eidos Interactive
1597,Ubisoft
1598,Electronic Arts
1599,Sony Computer Entertainment
1600,Virgin Interactive
1601,Activision
1602,Namco Bandai Games
1603,Nintendo
1604,Activision
1605,Ubisoft
1606,GT Interactive
1607,Namco Bandai Games
1608,Namco Bandai Games
1609,THQ
1610,Nintendo
1611,Activision
1612,D3Publisher
1613,Konami Digital Entertainment
1614,Electronic Arts
1615,Microsoft Game Studios
1616,Universal Interactive
1617,Atari
1618,Sony Computer Entertainment
1619,Focus Home Interactive
1620,Activision
1621,Electronic Arts
1622,Nintendo
1623,THQ
1624,Activision
1625,Konami Digital Entertainment
1626,Nintendo
1627,Sega
1628,Nintendo
1629,LucasArts
1630,Electronic Arts
1631,Electronic Arts
1632,Bethesda Softworks
1633,Electronic Arts
1634,Warner Bros. Interactive Entertainment
1635,Namco Bandai Games
1636,Nintendo
1637,Sony Computer Entertainment
1638,Nintendo
1639,Nintendo
1640,Namco Bandai Games
1641,Alchemist
1642,Codemasters
1643,THQ
1644,Electronic Arts
1645,SquareSoft
1646,Nintendo
1647,Maxis
1648,Take-Two Interactive
1649,Electronic Arts
1650,Sega
1651,Unknown
1652,Capcom
1653,THQ
1654,Microsoft Game Studios
1655,Activision
1656,Electronic Arts
1657,Sony Computer Entertainment
1658,Activision
1659,Capcom
1660,Enix Corporation
1661,LucasArts
1662,Virgin Interactive
1663,Electronic Arts
1664,
1665,Electronic Arts
1666,Electronic Arts
1667,Konami Digital Entertainment
1668,Black Label Games
1669,LucasArts
1670,SouthPeak Games
1671,Nintendo
1672,Ubisoft
1673,Disney Interactive Studios
1674,Electronic Arts
1675,Take-Two Interactive
1676,Namco Bandai Games
1677,Konami Digital Entertainment
1678,Konami Digital Entertainment
1679,Sega
1680,Nintendo
1681,Atari
1682,Electronic Arts
1683,Nintendo
1684,Nintendo
1685,Namco Bandai Games
1686,Take-Two Interactive
1687,Konami Digital Entertainment
1688,Electronic Arts
1689,Nintendo
1690,THQ
1691,THQ
1692,Konami Digital Entertainment
1693,THQ
1694,Sega
1695,Vivendi Games
1696,Nintendo
1697,Capcom
1698,Ubisoft
1699,Eidos Interactive
1700,Electronic Arts
1701,Activision
1702,Nintendo
1703,Take-Two Interactive
1704,Nintendo
1705,Ubisoft
1706,Konami Digital Entertainment
1707,Atari
1708,Capcom
1709,LucasArts
1710,Namco Bandai Games
1711,Sega
1712,Nintendo
1713,Activision
1714,THQ
1715,THQ
1716,Mastertronic
1717,Sega
1718,Capcom
1719,Electronic Arts
1720,Electronic Arts
1721,Ubisoft
1722,Electronic Arts
1723,Activision
1724,Electronic Arts
1725,Nintendo
1726,Sega
1727,Electronic Arts
1728,Capcom
1729,Sony Computer Entertainment
1730,Ocean
1731,SquareSoft
1732,Zoo Digital Publishing
1733,989 Studios
1734,Sony Computer Entertainment
1735,Electronic Arts
1736,Sega
1737,Psygnosis
1738,Electronic Arts
1739,Activision
1740,Nintendo
1741,Activision
1742,Electronic Arts
1743,Bethesda Softworks
1744,Electronic Arts
1745,Square Enix
1746,Take-Two Interactive
1747,Ubisoft
1748,Sony Computer Entertainment
1749,Sony Computer Entertainment
1750,LucasArts
1751,Electronic Arts
1752,Nintendo
1753,Capcom
1754,Konami Digital Entertainment
1755,Sega
1756,Eidos Interactive
1757,Electronic Arts
1758,City Interactive
1759,Ubisoft
1760,Eidos Interactive
1761,Electronic Arts
1762,Electronic Arts
1763,Sega
1764,Konami Digital Entertainment
1765,Midway Games
1766,Eidos Interactive
1767,Empire Interactive
1768,Activision
1769,Take-Two Interactive
1770,Sega
1771,Activision
1772,Nintendo
1773,ASCII Entertainment
1774,Hudson Soft
1775,Disney Interactive Studios
1776,Sony Computer Entertainment
1777,Nintendo
1778,Electronic Arts
1779,Enix Corporation
1780,THQ
1781,Success
1782,Compile
1783,Nintendo
1784,Take-Two Interactive
1785,Activision
1786,Sony Computer Entertainment
1787,SquareSoft
1788,Sony Computer Entertainment
1789,Konami Digital Entertainment
1790,Electronic Arts
1791,Ubisoft
1792,Acclaim Entertainment
1793,Capcom
1794,Nintendo
1795,Eidos Interactive
1796,Nintendo
1797,Electronic Arts
1798,Eidos Interactive
1799,Take-Two Interactive
1800,Activision
1801,Atari
1802,Electronic Arts
1803,Microsoft Game Studios
1804,Sony Computer Entertainment
1805,LucasArts
1806,ASCII Entertainment
1807,THQ
1808,Nintendo
1809,Ubisoft
1810,Take-Two Interactive
1811,Nintendo
1812,Sony Computer Entertainment
1813,Take-Two Interactive
1814,Sega
1815,Sega
1816,Nintendo
1817,MTV Games
1818,Electronic Arts
1819,Atari
1820,Activision
1821,Nintendo
1822,Microsoft Game Studios
1823,Square Enix
1824,Konami Digital Entertainment
1825,Ubisoft
1826,Disney Interactive Studios
1827,Sony Computer Entertainment
1828,Activision
1829,Nintendo
1830,Activision
1831,Russel
1832,Activision
1833,Microsoft Game Studios
1834,Warner Bros. Interactive Entertainment
1835,Activision
1836,Codemasters
1837,RedOctane
1838,Microsoft Game Studios
1839,Electronic Arts
1840,Ubisoft
1841,Nintendo
1842,Sony Computer Entertainment
1843,Acclaim Entertainment
1844,Electronic Arts
1845,Nintendo
1846,SquareSoft
1847,Ubisoft
1848,Disney Interactive Studios
1849,Activision
1850,Activision
1851,Electronic Arts
1852,Nintendo
1853,Atari
1854,Electronic Arts
1855,Warner Bros. Interactive Entertainment
1856,Ubisoft
1857,THQ
1858,Konami Digital Entertainment
1859,Hudson Soft
1860,SquareSoft
1861,Namco Bandai Games
1862,Nintendo
1863,Nintendo
1864,Electronic Arts
1865,Electronic Arts
1866,Sony Computer Entertainment
1867,Sony Computer Entertainment
1868,Nintendo
1869,Activision
1870,Sony Computer Entertainment
1871,Square Enix
1872,LucasArts
1873,Ubisoft
1874,Electronic Arts
1875,Sega
1876,Electronic Arts
1877,Atari
1878,Sega
1879,Sega
1880,Konami Digital Entertainment
1881,Sony Computer Entertainment
1882,LucasArts
1883,Electronic Arts
1884,Sega
1885,Electronic Arts
1886,Electronic Arts
1887,LucasArts
1888,Taito
1889,Electronic Arts
1890,Sega
1891,Activision
1892,Nintendo
1893,Midway Games
1894,Sega
1895,Electronic Arts
1896,Ubisoft
1897,THQ
1898,Take-Two Interactive
1899,THQ
1900,Agetec
1901,Electronic Arts
1902,Capcom
1903,Electronic Arts
1904,Take-Two Interactive
1905,Electronic Arts
1906,Electronic Arts
1907,Atari
1908,Eidos Interactive
1909,Ubisoft
1910,Codemasters
1911,Nintendo
1912,Electronic Arts
1913,Midway Games
1914,Atari
1915,Ubisoft
1916,Nintendo
1917,Namco Bandai Games
1918,Capcom
1919,Electronic Arts
1920,Sony Computer Entertainment
1921,Activision
1922,Ubisoft
1923,Take-Two Interactive
1924,Take-Two Interactive
1925,Sega
1926,Eidos Interactive
1927,THQ
1928,Konami Digital Entertainment
1929,Nintendo
1930,Electronic Arts
1931,Namco Bandai Games
1932,Activision
1933,Codemasters
1934,Sony Computer Entertainment
1935,Disney Interactive Studios
1936,Sony Computer Entertainment
1937,Disney Interactive Studios
1938,Electronic Arts
1939,Electronic Arts
1940,Midway Games
1941,Sega
1942,Electronic Arts
1943,GSP
1944,THQ
1945,Codemasters
1946,Activision
1947,D3Publisher
1948,Sega
1949,Electronic Arts
1950,Square Enix
1951,Electronic Arts
1952,Microprose
1953,Universal Interactive
1954,Activision
1955,Midway Games
1956,Acclaim Entertainment
1957,Activision
1958,Take-Two Interactive
1959,Vivendi Games
1960,Namco Bandai Games
1961,Activision
1962,Sega
1963,Play It
1964,Sony Computer Entertainment
1965,Capcom
1966,Ubisoft
1967,Imagic
1968,Sony Computer Entertainment
1969,Activision
1970,Sega
1971,Atari
1972,Ubisoft
1973,Hudson Soft
1974,Sony Computer Entertainment
1975,Namco Bandai Games
1976,ASCII Entertainment
1977,THQ
1978,Sega
1979,Namco Bandai Games
1980,Electronic Arts
1981,Acclaim Entertainment
1982,Ubisoft
1983,THQ
1984,Microsoft Game Studios
1985,Sega
1986,Electronic Arts
1987,Sony Computer Entertainment
1988,Nintendo
1989,Electronic Arts
1990,Warner Bros. Interactive Entertainment
1991,Electronic Arts
1992,Eidos Interactive
1993,Atari
1994,Disney Interactive Studios
1995,Namco Bandai Games
1996,Acclaim Entertainment
1997,Disney Interactive Studios
1998,Virgin Interactive
1999,Nintendo
2000,Konami Digital Entertainment
2001,Bethesda Softworks
2002,Nintendo
2003,Hudson Soft
2004,Acclaim Entertainment
2005,Activision
2006,Slightly Mad Studios
2007,Electronic Arts
2008,Nintendo
2009,Warner Bros. Interactive Entertainment
2010,Activision
2011,Ubisoft
2012,Sony Computer Entertainment
2013,Sony Computer Entertainment
2014,Electronic Arts
2015,THQ
2016,Sega
2017,Electronic Arts
2018,Ubisoft
2019,Disney Interactive Studios
2020,Electronic Arts
2021,Nintendo
2022,Hudson Soft
2023,Electronic Arts
2024,Eidos Interactive
2025,MTV Games
2026,Virgin Interactive
2027,Electronic Arts
2028,Electronic Arts
2029,Tomy Corporation
2030,Ubisoft
2031,Ubisoft
2032,Activision
2033,Ubisoft
2034,Namco Bandai Games
2035,Capcom
2036,THQ
2037,Electronic Arts
2038,Atari
2039,Electronic Arts
2040,Disney Interactive Studios
2041,Electronic Arts
2042,Hasbro Interactive
2043,Nintendo
2044,Ubisoft
2045,Sony Computer Entertainment
2046,Sega
2047,Tecmo Koei
2048,Acclaim Entertainment
2049,Eidos Interactive
2050,Activision
2051,Sega
2052,Tecmo Koei
2053,Warner Bros. Interactive Entertainment
2054,Codemasters
2055,Ubisoft
2056,Electronic Arts
2057,Empire Interactive
2058,Capcom
2059,Konami Digital Entertainment
2060,Tecmo Koei
2061,Capcom
2062,Nintendo
2063,Nintendo
2064,Nintendo
2065,Sammy Corporation
2066,Namco Bandai Games
2067,Ubisoft
2068,THQ
2069,Konami Digital Entertainment
2070,Electronic Arts
2071,Sony Computer Entertainment
2072,Sony Computer Entertainment Europe
2073,Electronic Arts
2074,Tecmo Koei
2075,THQ
2076,Ubisoft
2077,Electronic Arts
2078,THQ
2079,Disney Interactive Studios
2080,Namco Bandai Games
2081,Ubisoft
2082,Sony Computer Entertainment
2083,Electronic Arts
2084,Capcom
2085,Microsoft Game Studios
2086,Vivendi Games
2087,Electronic Arts
2088,Warner Bros. Interactive Entertainment
2089,Ubisoft
2090,Namco Bandai Games
2091,Electronic Arts
2092,Disney Interactive Studios
2093,Activision
2094,THQ
2095,GT Interactive
2096,Sony Computer Entertainment
2097,Warner Bros. Interactive Entertainment
2098,Take-Two Interactive
2099,Sony Computer Entertainment
2100,Activision
2101,THQ
2102,Electronic Arts
2103,Sega
2104,Focus Home Interactive
2105,Bethesda Softworks
2106,THQ
2107,Konami Digital Entertainment
2108,Ubisoft
2109,Nintendo
2110,Ubisoft
2111,Nintendo
2112,Sega
2113,Nintendo
2114,Electronic Arts
2115,Atari
2116,Unknown
2117,Square Enix
2118,Ubisoft
2119,Ubisoft
2120,505 Games
2121,Ubisoft
2122,Take-Two Interactive
2123,Ubisoft
2124,Konami Digital Entertainment
2125,Electronic Arts
2126,Electronic Arts
2127,Electronic Arts
2128,Namco Bandai Games
2129,Square Enix
2130,Electronic Arts
2131,THQ
2132,Electronic Arts
2133,Electronic Arts
2134,Take-Two Interactive
2135,Nintendo
2136,Sega
2137,Activision
2138,Disney Interactive Studios
2139,Electronic Arts
2140,Take-Two Interactive
2141,Take-Two Interactive
2142,Electronic Arts
2143,Warner Bros. Interactive Entertainment
2144,SquareSoft
2145,Atari
2146,LucasArts
2147,Warner Bros. Interactive Entertainment
2148,Square Enix
2149,Electronic Arts
2150,Electronic Arts
2151,Sony Computer Entertainment
2152,Sony Computer Entertainment
2153,Sony Computer Entertainment
2154,Konami Digital Entertainment
2155,THQ
2156,Square Enix
2157,Disney Interactive Studios
2158,Sony Computer Entertainment
2159,GT Interactive
2160,Hudson Soft
2161,Sega
2162,Capcom
2163,Electronic Arts
2164,Square Enix
2165,Ubisoft
2166,Ubisoft
2167,Capcom
2168,Sony Computer Entertainment
2169,Midway Games
2170,Namco Bandai Games
2171,Nintendo
2172,Namco Bandai Games
2173,Warner Bros. Interactive Entertainment
2174,Global Star
2175,Unknown
2176,Play It
2177,Ubisoft
2178,THQ
2179,Ubisoft
2180,Koch Media
2181,Sony Computer Entertainment
2182,Disney Interactive Studios
2183,Sony Computer Entertainment
2184,Electronic Arts
2185,Konami Digital Entertainment
2186,Electronic Arts
2187,Electronic Arts
2188,Activision
2189,Activision
2190,Take-Two Interactive
2191,THQ
2192,Electronic Arts
2193,Activision
2194,Warner Bros. Interactive Entertainment
2195,Nintendo
2196,Sony Computer Entertainment
2197,Square Enix
2198,Codemasters
2199,Nintendo
2200,THQ
2201,Ubisoft
2202,GT Interactive
2203,THQ
2204,Ubisoft
2205,Konami Digital Entertainment
2206,Nintendo
2207,Namco Bandai Games
2208,Sega
2209,THQ
2210,Electronic Arts
2211,SquareSoft
2212,Electronic Arts
2213,Sony Computer Entertainment
2214,Nintendo
2215,Take-Two Interactive
2216,Ubisoft
2217,Sega
2218,Sony Computer Entertainment
2219,Sony Computer Entertainment
2220,Electronic Arts
2221,Codemasters
2222,Take-Two Interactive
2223,Sony Computer Entertainment
2224,
2225,Activision
2226,Take-Two Interactive
2227,Electronic Arts
2228,Sony Computer Entertainment
2229,Electronic Arts
2230,Sega
2231,Warner Bros. Interactive Entertainment
2232,Game Factory
2233,THQ
2234,Parker Bros.
2235,Capcom
2236,Konami Digital Entertainment
2237,Activision
2238,Unknown
2239,Sony Computer Entertainment
2240,Activision
2241,THQ
2242,Ubisoft
2243,Level 5
2244,Namco Bandai Games
2245,Ubisoft
2246,Konami Digital Entertainment
2247,Titus
2248,Microsoft Game Studios
2249,Electronic Arts
2250,Electronic Arts
2251,Electronic Arts
2252,Electronic Arts
2253,Electronic Arts
2254,THQ
2255,THQ
2256,Electronic Arts
2257,Activision
2258,Acclaim Entertainment
2259,Activision
2260,Electronic Arts
2261,Nintendo
2262,Ubisoft
2263,Nintendo
2264,Electronic Arts
2265,Warner Bros. Interactive Entertainment
2266,Tecmo Koei
2267,Bethesda Softworks
2268,Sony Computer Entertainment
2269,Sega
2270,Empire Interactive
2271,Sony Computer Entertainment
2272,Microsoft Game Studios
2273,Sony Computer Entertainment
2274,Codemasters
2275,THQ
2276,Bethesda Softworks
2277,Activision
2278,Ubisoft
2279,Marvelous Entertainment
2280,Ubisoft
2281,Electronic Arts
2282,Genki
2283,Activision
2284,Codemasters
2285,Hasbro Interactive
2286,THQ
2287,Mojang
2288,Unknown
2289,Activision
2290,Activision
2291,Hudson Soft
2292,Sega
2293,Activision
2294,Electronic Arts
2295,Electronic Arts
2296,Electronic Arts
2297,Unknown
2298,ASCII Entertainment
2299,Sony Computer Entertainment
2300,Sony Computer Entertainment
2301,Electronic Arts
2302,Sony Computer Entertainment
2303,Atari
2304,Psygnosis
2305,Midway Games
2306,Electronic Arts
2307,989 Studios
2308,Sony Computer Entertainment
2309,Sega
2310,Sony Computer Entertainment
2311,Electronic Arts
2312,LucasArts
2313,Electronic Arts
2314,Activision
2315,Electronic Arts
2316,Sega
2317,Bethesda Softworks
2318,Disney Interactive Studios
2319,Electronic Arts
2320,Nintendo
2321,Sony Computer Entertainment
2322,Activision
2323,Electronic Arts
2324,Electronic Arts
2325,THQ
2326,Activision
2327,Ubisoft
2328,Sony Computer Entertainment
2329,Electronic Arts
